char,division,code,quick_simp,quick_trad,region,details
䢛,冂八口辶,KTLP,,,CJK-A,
䢜,彐冖巾辶,XYMP,,,CJK-A,
䢝,一辶,FJPo,,,CJK-A,一{亞下}辶
䢞,木木辶,FFPo,,,CJK-A,
䢟,方夂辶,OEPo,,,CJK-A,
䢠,火卄辶,USPo,,,CJK-A,
䢡,世木辶,HFPo,,,CJK-A,
䢢,人丶彐辶,TOXP,,,CJK-A,
䢣,夕言辶,RUPo,,,CJK-A,
䢤,禾木丶辶,RFOP,,,CJK-A,
䢥,一止目辶,FNMP,,,CJK-A,
䢦,亠幺二辶,OCSP,,,CJK-A,
䢧,羽人彡辶,XTTP,,,CJK-A,
䢨,彳人人辶,RTTP,,,CJK-A,
䢩,一口辶,FCLP,,,CJK-A,一{五下同韋}口辶
䢪,夭口冂辶,ELKP,,,CJK-A,
䢫,阝工辶,CSFP,,,CJK-A,阝{右頭}工辶
䢬,爪冖夕辶,EYRP,,,CJK-A,
䢭,䒑土二辶,UHSP,,,CJK-A,
䢮,雨田辶,DJPo,,,CJK-A,
䢯,火火夕辶,UURP,,,CJK-A,
䢰,羽隹辶,XWPo,,,CJK-A,
䢱,士罒貝辶,HMMP,,,CJK-A,
䢲,目目隹辶,MMWP,,,CJK-A,
䢳,几阝,QCfj,,,CJK-A,
䢴,千阝,WCfq,,,CJK-A,
䢵,二厶阝,SVCf,,,CJK-A,
䢶,木阝,FCf,,,CJK-A,
䢷,亠阝,WOCf,,,CJK-A,{⺆同月}亠阝
䢸,且阝,MCfq,,,CJK-A,
䢹,匚コ阝,GBCf,,,CJK-A,匚{コ同又}阝
䢺,屮凵阝,XXCf,,,CJK-A,{屮同凵}凵阝
䢻,臣阝,SCfc,,,CJK-A,
䢼,龷八阝,STCf,,,CJK-A,
䢽,龷八口巴,STLC,,,CJK-A,
䢾,儿阝,WQCf,,,CJK-A,⺧儿阝
䢿,宀女阝,OCCf,,,CJK-A,
䣀,冖厂乙阝,YSVC,,,CJK-A,
䣁,羽阝,XCfu,,,CJK-A,
䣂,一未阝,FHCf,,,CJK-A,
䣃,一止阝,QFNC,,,CJK-A,{丿一同竹}一止阝
䣄,人一朩阝,TFFC,,,CJK-A,
䣅,辰阝,SCfn,,,CJK-A,
䣆,一巛工阝,FVFC,,,CJK-A,
䣇,一水丶阝,FKOC,,,CJK-A,
䣈,口巴口巴,LCLC,,,CJK-A,
䣉,氵小丿巴,IMQC,,,CJK-A,
䣊,尚阝,NCfs,,,CJK-A,
䣋,爪木阝,EFCf,,,CJK-A,
䣌,广七阝,UTAC,,,CJK-A,广{卬左同卯}七阝
䣍,大电阝,GKCf,,,CJK-A,
䣎,巛田阝,VJCf,,,CJK-A,
䣏,亻龷八阝,ESTC,,,CJK-A,
䣐,艹冂大阝,SKGC,,,CJK-A,
䣑,厂甲二阝,SKSC,,,CJK-A,
䣒,口上贝阝,LKKC,,,CJK-A,
䣓,一口冂阝,FLKC,,,CJK-A,
䣔,小貝阝,MMCf,,,CJK-A,
䣕,馬阝,SCfm,,,CJK-A,
䣖,馬口巴,SLCa,,,CJK-A,
䣗,白大十阝,EGDC,,,CJK-A,
䣘,尚土阝,NHCf,,,CJK-A,
䣙,山月月阝,JWWC,,,CJK-A,
䣚,口十口阝,LDLC,,,CJK-A,
䣛,木人水阝,FTKC,,,CJK-A,
䣜,虍且阝,MMCf,,,CJK-A,{虎头同虎}且阝
䣝,尸耂日阝,BHJC,,,CJK-A,
䣞,口口䒑阝,LLUC,,,CJK-A,
䣟,匚儿匚阝,GQGC,,,CJK-A,
䣠,夫夫日阝,GGJC,,,CJK-A,
䣡,䒑土丿阝,UHQC,,,CJK-A,
䣢,一未龷阝,FHSC,,,CJK-A,
䣣,尚黑阝,NNCf,,,CJK-A,
䣤,目目隹阝,MMWC,,,CJK-A,
䣥,酉匕,GRio,,,CJK-A,
䣦,酉力,GXlo,,,CJK-A,
䣧,酉弋,GGyo,,,CJK-A,
䣨,酉丿七,GQAi,,,CJK-A,
䣩,酉七凵,GAXc,,,CJK-A,
䣪,酉一巾,GFMj,,,CJK-A,
䣫,酉十又,GDBu,,,CJK-A,
䣬,酉戈,GGgo,,,CJK-A,
䣭,酉犬,GSao,,,CJK-A,
䣮,酉又丶,GSBO,,,CJK-A,酉{右頭}又丶
䣯,酉且,GMqo,,,CJK-A,
䣰,酉匚コ,GGBu,,,CJK-A,酉匚{コ同又}
䣱,酉口,GWLv,,,CJK-A,酉{⼓同月}口
䣲,酉厶卄,GVSv,,,CJK-A,
䣳,酉乙一口,GVFL,,,CJK-A,
䣴,酉乂凵儿,GWXQ,,,CJK-A,
䣵,酉耳,GAro,,,CJK-A,
䣶,酉舌,GReo,,,CJK-A,
䣷,酉丿未,GQHe,,,CJK-A,
䣸,亻壬酉,EEGo,,,CJK-A,
䣹,酉亻戈,GEGg,,,CJK-A,
䣺,酉口月,GLWv,,,CJK-A,
䣻,酉人丶口,GTOL,,,CJK-A,
䣼,酉亠口小,GOLM,,,CJK-A,
䣽,矢口酉,QLGo,,,CJK-A,
䣾,酉宀且,GOMq,,,CJK-A,
䣿,酉一皿,GFAM,,,CJK-A,酉一{于下}皿
䤀,酉艹口,GSSL,,,CJK-A,酉艹{右頭}口
䤁,酉其乚,GDXi,,,CJK-A,
䤂,酉卄二木,GSSF,,,CJK-A,
䤃,酉立日,GIJv,,,CJK-A,
䤄,酉面,GGio,,,CJK-A,
䤅,酉人一刂,GTFM,,,CJK-A,
䤆,酉癶一大,GBFG,,,CJK-A,酉{登上同又}一大
䤇,酉宀八又,GOTB,,,CJK-A,
䤈,酉八丂皿,GTSM,,,CJK-A,
䤉,酉心丿皿,GYQM,,,CJK-A,
䤊,酉艹耳,GSAr,,,CJK-A,
䤋,丷酉戈一,UGGF,,,CJK-A,
䤌,酉人丶口,GTOL,,,CJK-A,
䤍,酉卄一入,GSFR,,,CJK-A,
䤎,酉矛冂口,GXKL,,,CJK-A,
䤏,酉非手,GLTu,,,CJK-A,
䤐,酉匚儿日,GGQJ,,,CJK-A,
䤑,酉龷由八,GSKT,,,CJK-A,
䤒,酉幺幺人,GCCT,,,CJK-A,
䤓,酉艹冖豕,GSYD,,,CJK-A,
䤔,氵車斤酉,IGEG,,,CJK-A,
䤕,酉白幺木,GECF,,,CJK-A,
䤖,酉日龷水,GJSK,,,CJK-A,
䤗,立早夂酉,IJEG,,,CJK-A,
䤘,酉人人一,GTTF,,,CJK-A,
䤙,酉豕虫,GBDK,,,CJK-A,酉{互中同母}豕虫
䤚,月甲二,WKSr,,,CJK-A,
䤛,金丩,RXcn,,,CJK-A,金{丩同凵}
䤜,金丿七,RQAi,,,CJK-A,
䤝,金卩,RTXj,,,CJK-A,金{卬左同卯}卩
䤞,金尤,RDon,,,CJK-A,
䤟,金冖几,RYQj,,,CJK-A,
䤠,金止,RNin,,,CJK-A,
䤡,金冂土,RKHv,,,CJK-A,
䤢,金口力,RLXl,,,CJK-A,
䤣,金丿丷,RQUA,,,CJK-A,金丿丷{于下}
䤤,金亥,ROin,,,CJK-A,
䤥,金冖厂乙,RYSV,,,CJK-A,
䤦,金亻戈,REGg,,,CJK-A,
䤧,金囗口,RNLv,,,CJK-A,
䤨,金𧘇,REWy,,,CJK-A,金{𠂆同斤}𧘇
䤩,金宀丿七,ROQA,,,CJK-A,
䤪,金几木,RQFv,,,CJK-A,
䤫,金山人乙,RJTV,,,CJK-A,
䤬,金氵小丿,RIMQ,,,CJK-A,
䤭,金乂巾,RWSM,,,CJK-A,金乂{右頭}巾
䤮,金止小,RNMa,,,CJK-A,
䤯,金一卄彡,RFST,,,CJK-A,
䤰,土欠金,HERn,,,CJK-A,
䤱,金山斤,RJEj,,,CJK-A,
䤲,金土八,RHTT,,,CJK-A,金土{介下同八}八
䤳,金亠亻丶,ROEO,,,CJK-A,
䤴,金乙水凵,RVKX,,,CJK-A,
䤵,金非,RLin,,,CJK-A,
䤶,金大电,RGKd,,,CJK-A,
䤷,金匚日女,RGJC,,,CJK-A,
䤸,金豕,RBDs,,,CJK-A,金{互中同母}豕
䤹,金宀火又,ROUB,,,CJK-A,
䤺,金石斤,RDEj,,,CJK-A,
䤻,金工月,RSFW,,,CJK-A,金{右頭}工月
䤼,金白水,REKh,,,CJK-A,
䤽,金罒水,RMKh,,,CJK-A,
䤾,金爪臼,RERj,,,CJK-A,
䤿,金丰刀手,RDBT,,,CJK-A,
䥀,金屮一虫,RXFK,,,CJK-A,金{屮同凵}一虫
䥁,金又囗十,RBND,,,CJK-A,金{マ同又}囗十
䥂,金冖一豕,RYFD,,,CJK-A,
䥃,金冖隹,RYWi,,,CJK-A,
䥄,金厂龷日,RSSJ,,,CJK-A,
䥅,十王王金,DGGR,,,CJK-A,
䥆,亠非金,OLRn,,,CJK-A,
䥈,金艹犬卄,RSSS,,,CJK-A,
䥉,金宀冖丶,ROYO,,,CJK-A,
䥊,金龶貝,RHMb,,,CJK-A,
䥋,金亠口灬,ROLU,,,CJK-A,
䥌,宀日日金,OJJR,,,CJK-A,
䥍,土䒑十金,HUDR,,,CJK-A,
䥎,金辰月,RSWv,,,CJK-A,
䥏,金彳卩,RRQX,,,CJK-A,金彳{丿一同竹}卩
䥐,矛夂力金,XEXR,,,CJK-A,
䥑,金來夂,RDEh,,,CJK-A,
䥒,弓口虫金,VLKR,,,CJK-A,
䥓,金其土,RDHv,,,CJK-A,
䥔,金覀米,RDPm,,,CJK-A,
䥕,金丷巾夂,RUME,,,CJK-A,
䥖,金丷酉大,RUGG,,,CJK-A,
䥗,金士示欠,RHHE,,,CJK-A,
䥘,金人人日,RTTJ,,,CJK-A,
䥙,金阝䒑豕,RCUD,,,CJK-A,
䥚,几目目金,QMMR,,,CJK-A,
䥛,金丰刀糸,RDBB,,,CJK-A,
䥜,金門木,RKFv,,,CJK-A,
䥝,金鹿匕,RIRi,,,CJK-A,
䥞,金白方夂,REOE,,,CJK-A,
䥟,金扌日乚,RAJX,,,CJK-A,
䥠,金艹戊口,RSDL,,,CJK-A,
䥡,金片世木,RTHF,,,CJK-A,
䥢,士口䒑金,HLUR,,,CJK-A,
䥣,臼工殳金,RFQR,,,CJK-A,
䥤,金雨巳,RDWX,,,CJK-A,金雨{⼓同月}巳
䥥,金立丿八,RIQT,,,CJK-A,
䥦,金工辶,RSFP,,,CJK-A,金{右頭}工辶
䥧,金一目,RMFM,,,CJK-A,金{虎头同虎}一目
䥨,金門口口,RKLL,,,CJK-A,
䥩,金一几,RRFQ,,,CJK-A,金{微上}一几
䥪,金日幺灬,RJCU,,,CJK-A,
䥫,金十戈隹,RDGW,,,CJK-A,
䥬,金艹甫寸,RSFA,,,CJK-A,
䥭,一水丶金,FKOR,,,CJK-A,
䥮,金覀臣卩,RDSX,,,CJK-A,
䥯,金罒厶匕,RMVR,,,CJK-A,
䥰,金亡虫虫,RUKK,,,CJK-A,
䥱,金宀臼灬,RORU,,,CJK-A,
䥲,金匚口欠,RGLE,,,CJK-A,
䥳,金月夂,RDWE,,,CJK-A,金{丆同石}月夂
䥴,金山隹,RJWK,,,CJK-A,金山隹{雋下同冂}
䥵,金日土兀,RJHH,,,CJK-A,
䥶,金厂禾止,RSRN,,,CJK-A,
䥷,金竹目刂,RQMM,,,CJK-A,
䥸,弓爾金,VFRn,,,CJK-A,
䥹,金丰刀齒,RDBM,,,CJK-A,
䥻,钅一尢,TFDo,,,CJK-A,
䥼,钅,TWTi,,,CJK-A,钅{⼓同月}{两撇同彡}
䥾,钅冖丂一,TYSF,,,CJK-A,
䥿,钅乙,TEDV,,,CJK-A,钅{𠂆同斤}{丆同石}乙
䦀,钅羽,TXu,,,CJK-A,
䦁,钅丰阝,TDCf,,,CJK-A,
䦄,钅𧘇,TGWy,,,CJK-A,钅{專上同車}𧘇
䦇,镸八乚,HTXi,,,CJK-A,{镸同長}八乚
䦈,镸工,HSFo,,,CJK-A,{镸同長}{右頭}工
䦉,镸囗儿,HNQr,,,CJK-A,{镸同長}囗儿
䦊,镸上小,HKMa,,,CJK-A,{镸同長}上小
䦋,镸龶夂,HHWE,,,CJK-A,{镸同長}龶{⼓同月}夂
䦌,門土,KHvn,,,CJK-A,
䦍,門乙,KQVi,,,CJK-A,門{丿一同竹}乙
䦎,門一兀,KFHw,,,CJK-A,
䦏,門人,KTTb,,,CJK-A,門人{介下同八}
䦐,門手,KTun,,,CJK-A,
䦑,門乙大,KVGd,,,CJK-A,
䦒,門石,KDvn,,,CJK-A,
䦓,門卜口,KMLv,,,CJK-A,
䦔,門日一,KJFi,,,CJK-A,
䦕,門䒑卄,KUSv,,,CJK-A,
䦖,門士口,KHLv,,,CJK-A,
䦗,門丿皿,KQMn,,,CJK-A,
䦘,門艮,KVnn,,,CJK-A,
䦙,門土寸,KHAc,,,CJK-A,
䦚,門舌,KRen,,,CJK-A,
䦜,門一口,KFCL,,,CJK-A,門一{五下同韋}口
䦝,門土八,KHTT,,,CJK-A,門土{介下同八}八
䦞,門氵王,KIGv,,,CJK-A,
䦠,門豕丶,KDOd,,,CJK-A,
䦡,門宀尸コ,KOBB,,,CJK-A,門宀尸{コ同又}
䦢,門氵土厶,KIHV,,,CJK-A,
䦣,門立口,KILv,,,CJK-A,
䦤,門又又又,KBBB,,,CJK-A,
䦥,門木木,KFFv,,,CJK-A,
䦦,門金,KRnn,,,CJK-A,
䦧,門臼儿,KRQr,,,CJK-A,
䦨,門木日,KFJv,,,CJK-A,
䦩,門目夂,KMEh,,,CJK-A,
䦪,門日乚,KJWX,,,CJK-A,門日{⼓同月}乚
䦫,門艹冂大,KSKG,,,CJK-A,
䦬,門丰刀大,KDBG,,,CJK-A,
䦭,門禾日,KRJv,,,CJK-A,
䦮,門𡗗日,KGJv,,,CJK-A,
䦯,門至夂,KHEh,,,CJK-A,
䦰,門冖日电,KYJK,,,CJK-A,
䦱,門爪,KEYw,,,CJK-A,門爪{爲下}
䦲,門冖厂言,KYSU,,,CJK-A,
䦳,門丿阝,KVQC,,,CJK-A,門{纟上同纟}丿阝
䦴,門罒土十,KMHD,,,CJK-A,
䦵,門爾,KFen,,,CJK-A,
䦸,门禺,PKyn,,,CJK-A,
䦹,阝十,CDhf,,,CJK-A,
䦺,阝丁,CAnf,,,CJK-A,
䦻,阝子,CBif,,,CJK-A,
䦼,阝乙大,CVGd,,,CJK-A,
䦽,阝予,CCuf,,,CJK-A,
䦾,𠂤厶儿,YVQr,,,CJK-A,
䦿,阝口丨,CLNs,,,CJK-A,
䧀,阝厶,CSVv,,,CJK-A,阝{右頭}厶
䧁,阝口,CWLv,,,CJK-A,阝{⼓同月}口
䧂,阝刀口,CBLv,,,CJK-A,
䧃,阝田,CJtf,,,CJK-A,
䧄,阝夂口,CELv,,,CJK-A,
䧅,阝大弓,CGVo,,,CJK-A,
䧆,阝龷八,CSTb,,,CJK-A,
䧇,阝亠𧘇,COWy,,,CJK-A,
䧈,阝覀,CDif,,,CJK-A,
䧉,阝甲二,CKSr,,,CJK-A,
䧊,阝口,CWLv,,,CJK-A,阝⺧口
䧋,阝見,CMxf,,,CJK-A,
䧌,阝爪女,CECv,,,CJK-A,
䧍,阝八人口,CTTL,,,CJK-A,
䧎,阝口月,CLWv,,,CJK-A,
䧏,阝夂丰,CEDn,,,CJK-A,
䧐,阝亠口子,COLB,,,CJK-A,
䧑,阝宀一龰,COFN,,,CJK-A,
䧒,阝來,CDlf,,,CJK-A,
䧓,阝土口,CWHL,,,CJK-A,阝{⺆同月}土口
䧔,阝人丶心,CTOY,,,CJK-A,
䧕,阝戈口一,CGLF,,,CJK-A,
䧖,阝戈戈,CGGg,,,CJK-A,
䧗,阝日夂,CQJE,,,CJK-A,阝{丿一同竹}日夂
䧘,阝豕,CBDs,,,CJK-A,阝{互中同母}豕
䧙,阝山人丶,CJTO,,,CJK-A,
䧚,阝高,CPgf,,,CJK-A,
䧛,阝亠丷方,COUO,,,CJK-A,
䧜,阝广コ古,CUBD,,,CJK-A,阝广{コ同又}古
䧝,阝屮一虫,CXFK,,,CJK-A,阝{屮同凵}一虫
䧞,阝馬,CSmf,,,CJK-A,
䧟,阝爪臼,CERj,,,CJK-A,
䧠,阝寸,CGAc,,,CJK-A,阝{專上同車}寸
䧡,阝广彐丨,CUXN,,,CJK-A,
䧢,阝匚口口,CGLL,,,CJK-A,
䧣,阝覀示,CDHs,,,CJK-A,
䧤,阝〢䒑夫,CNUG,,,CJK-A,
䧥,阝心,CGYv,,,CJK-A,阝{專上同車}心
䧦,阝爪,CEYw,,,CJK-A,阝爪{爲下}
䧧,阝䒑土戈,CUHG,,,CJK-A,
䧨,阝〢䒑未,CNUH,,,CJK-A,
䧩,阝乙耳夂,CVAE,,,CJK-A,
䧪,阝广大女,CUGC,,,CJK-A,
䧫,阝豕,CPDs,,,CJK-A,阝{高上同高}豕
䧬,阝宀一貝,COFM,,,CJK-A,
䧭,阝𠂭心,CRWY,,,CJK-A,阝{囟框同向}{𠂭同乂}心
䧮,阝宀丰心,CODY,,,CJK-A,
䧯,阝冖口丶,CYLO,,,CJK-A,
䧰,阝魚丿糸,CTQB,,,CJK-A,
䧱,九隹,YWij,,,CJK-A,
䧲,干隹,HWig,,,CJK-A,
䧳,止隹,NWii,,,CJK-A,
䧴,十又隹,DBWi,,,CJK-A,
䧵,冖儿隹,YQWi,,,CJK-A,
䧶,隹亠八,WOTb,,,CJK-A,
䧷,夂⺀隹,ESWi,,,CJK-A,夂{两点同二}隹
䧸,古隹,DWig,,,CJK-A,
䧹,广亻隹,UEWi,,,CJK-A,
䧺,口隹,SLWi,,,CJK-A,{右頭}口隹
䧻,合隹,YWie,,,CJK-A,
䧼,口隹,WLWi,,,CJK-A,⺧口隹
䧽,丿米隹,QPWi,,,CJK-A,
䧾,人干口隹,THLW,,,CJK-A,
䧿,龷日隹,SJWi,,,CJK-A,
䨀,入米隹,RPWi,,,CJK-A,
䨁,矛夂隹,XEWi,,,CJK-A,
䨂,禾火隹,RUWi,,,CJK-A,
䨃,日宀女隹,JOCW,,,CJK-A,
䨄,人丶乙隹,TOVW,,,CJK-A,
䨅,大丷日隹,GUJW,,,CJK-A,
䨆,丷巾八隹,UMTW,,,CJK-A,
䨇,隹又隹又,WBWB,,,CJK-A,
䨈,宀一小隹,OFMW,,,CJK-A,
䨉,貝貝女隹,MMCW,,,CJK-A,
䨊,隹隹隹一,WWWF,,,CJK-A,
䨋,雨丿七,DQAi,,,CJK-A,
䨌,雨一兀,DFHw,,,CJK-A,
䨍,雨二,DSTb,,,CJK-A,雨二{介下同八}
䨎,雨弓厶,DVVv,,,CJK-A,
䨏,雨二欠,DSEi,,,CJK-A,
䨐,雨合,DYey,,,CJK-A,
䨑,雨大弓,DGVo,,,CJK-A,
䨒,雨羽,DXuy,,,CJK-A,
䨓,雨囗口,DNLv,,,CJK-A,
䨔,雨小兀,DMHw,,,CJK-A,
䨕,雨氵一,DIFA,,,CJK-A,雨氵一{于下}
䨖,雨月,DSWv,,,CJK-A,雨{右頭}月
䨗,雨爪子,DEBi,,,CJK-A,
䨘,雨見,DMxy,,,CJK-A,
䨙,雨氵壬,DIEe,,,CJK-A,
䨚,雨心,DWTY,,,CJK-A,雨{⼓同月}{两撇同彡}心
䨛,雨木斤,DFEj,,,CJK-A,
䨜,雨月月,DWWv,,,CJK-A,
䨝,雨龶月,DHWv,,,CJK-A,
䨞,雨丿虫冂,DQKK,,,CJK-A,
䨟,雨氵土土,DIHH,,,CJK-A,
䨠,雨日乚,DJWX,,,CJK-A,雨日{⼓同月}乚
䨡,雨乙水凵,DVKX,,,CJK-A,
䨢,雨其乚,DDXi,,,CJK-A,
䨣,雨革,DGey,,,CJK-A,
䨤,雨由辶,DKPo,,,CJK-A,
䨥,雨隹又,DWBu,,,CJK-A,
䨦,雨亠丷方,DOUO,,,CJK-A,
䨧,雨立人又,DITB,,,CJK-A,雨立人{マ同又}
䨨,雨𠂤辶,DYPo,,,CJK-A,
䨩,雨礻申,DUKe,,,CJK-A,
䨪,雨土甲二,DHKS,,,CJK-A,
䨫,雨來夂,DDEh,,,CJK-A,
䨬,雨氵木木,DIFF,,,CJK-A,
䨭,雨二厶月,DSVW,,,CJK-A,
䨮,雨丰丰彐,DDDX,,,CJK-A,
䨯,雨阝木日,DCFJ,,,CJK-A,
䨰,雨氵革,DIGe,,,CJK-A,
䨱,雨彳夂,DRQE,,,CJK-A,雨彳{丿一同竹}夂
䨲,雨而冖丶,DSYO,,,CJK-A,
䨳,雨見見,DMMx,,,CJK-A,
䨴,雨〢䒑寸,DNUA,,,CJK-A,
䨵,雨氵覀早,DIDJ,,,CJK-A,
䨶,雨厶目片,DVMT,,,CJK-A,
䨷,雨木木攴,DFFK,,,CJK-A,
䨸,雨阝爪心,DCEY,,,CJK-A,
䨹,雨亻丨黑,DENN,,,CJK-A,
䨺,雨二厶厶,DSVV,,,CJK-A,
䨻,雨田雨田,DJDJ,,,CJK-A,
䨼,龶月艹又,HWSB,,,CJK-A,
䨽,非己,LBji,,,CJK-A,
䨾,广非,ULiu,,,CJK-A,
䨿,一大非,FGLi,,,CJK-A,
䩀,非貝,LMbi,,,CJK-A,
䩁,非毛毛毛,LRRR,,,CJK-A,
䩂,面人丶乙,GTOV,,,CJK-A,
䩃,面匕匕,GRRi,,,CJK-A,
䩄,面见,GKxi,,,CJK-A,
䩅,面皮,GVpi,,,CJK-A,
䩆,面,GQMo,,,CJK-A,面{丿一同竹}{乍下同卜}
䩇,面卜口,GMLv,,,CJK-A,
䩈,面母,GQBm,,,CJK-A,面{丿一同竹}母
䩉,面甫,GFui,,,CJK-A,
䩊,面宀夕乙,GORV,,,CJK-A,
䩋,面麻,GPai,,,CJK-A,
䩌,面隹灬,GWUh,,,CJK-A,
䩍,面大丷小,GGUM,,,CJK-A,
䩎,面僉,GRli,,,CJK-A,
䩏,面艹罒丶,GSMO,,,CJK-A,
䩐,革乙,GQVi,,,CJK-A,革{丿一同竹}乙
䩑,革弓,GVoe,,,CJK-A,
䩒,革一,GFAu,,,CJK-A,革一{于下}
䩓,革厶,GWVv,,,CJK-A,革{⼓同月}厶
䩔,革殳,GQhe,,,CJK-A,
䩕,革卩,GTXj,,,CJK-A,革{卬左同卯}卩
䩖,革小丿,GMQp,,,CJK-A,
䩗,革月,GWve,,,CJK-A,
䩘,革一幺,GFCo,,,CJK-A,
䩙,革亠幺,GOCo,,,CJK-A,
䩚,革七丶,GTAO,,,CJK-A,革{卬左同卯}七丶
䩛,革心丿,GYQp,,,CJK-A,
䩜,革由,GKoe,,,CJK-A,
䩝,革瓜,GQue,,,CJK-A,
䩞,革卜口,GMLv,,,CJK-A,
䩟,革大弓,GGVo,,,CJK-A,
䩠,革壬廴,GEXn,,,CJK-A,
䩡,革大人人,GGTT,,,CJK-A,
䩢,革扌斤,GAEj,,,CJK-A,
䩣,革人一朩,GTFF,,,CJK-A,
䩤,革見,GMxe,,,CJK-A,
䩥,革丿止廴,GQNX,,,CJK-A,
䩦,亻丨夂革,ENEG,,,CJK-A,
䩧,革言,GUae,,,CJK-A,
䩨,革長,GHae,,,CJK-A,
䩩,革宀夕乙,GORV,,,CJK-A,
䩪,革宀尸コ,GOBB,,,CJK-A,革宀尸{コ同又}
䩫,革一巾入,GFMR,,,CJK-A,
䩬,革𡗗,GGAv,,,CJK-A,革𡗗キ
䩭,革大丁口,GGAL,,,CJK-A,
䩮,革彐水,GXKh,,,CJK-A,
䩯,革了口一,GVLF,,,CJK-A,
䩰,革口耳,GLAr,,,CJK-A,
䩱,革人一刂,GTFM,,,CJK-A,
䩲,革广卄又,GUSB,,,CJK-A,
䩳,革宀火又,GOUB,,,CJK-A,
䩴,革古月,GDWv,,,CJK-A,
䩵,革冖車,GYGj,,,CJK-A,
䩶,革屮虫,GXKv,,,CJK-A,革{屮同凵}虫
䩷,革亠丷方,GOUO,,,CJK-A,
䩸,革艹耳,GSAr,,,CJK-A,
䩹,革一口丨,GFLN,,,CJK-A,
䩺,革八厶羽,GTVX,,,CJK-A,
䩻,革馬,GSme,,,CJK-A,
䩼,革夂丰辶,GEDP,,,CJK-A,
䩽,革匚口口,GGLL,,,CJK-A,
䩾,革广卄灬,GUSU,,,CJK-A,
䩿,革十卄貝,GDSM,,,CJK-A,
䪀,革宀尸心,GOBY,,,CJK-A,
䪁,革〢䒑夫,GNUG,,,CJK-A,
䪂,革木冂冂,GFKK,,,CJK-A,
䪃,革亠口夂,GOLE,,,CJK-A,
䪄,革龷由八,GSKT,,,CJK-A,
䪅,革罒虫,GMWK,,,CJK-A,革罒{⼓同月}虫
䪆,革冂龷䒑,GKSU,,,CJK-A,
䪇,革艹甫寸,GSFA,,,CJK-A,
䪈,革口上辶,GLKP,,,CJK-A,
䪉,革巛囗,GVNB,,,CJK-A,革巛囗{鼠下}
䪊,革立月,GIWM,,,CJK-A,革立月{龍右同卜}
䪋,革口上辶,GLKP,,,CJK-A,
䪌,革冖口丶,GYLO,,,CJK-A,
䪍,革門木丷,GKFU,,,CJK-A,
䪎,革山隹口,GJWL,,,CJK-A,
䪏,韋冂人,CKTe,,,CJK-A,
䪐,韋心丿,CYQp,,,CJK-A,
䪑,韋宀匕,CORi,,,CJK-A,
䪒,韋丶王,COGv,,,CJK-A,
䪓,韋卜口,CMLv,,,CJK-A,
䪔,韋甫,CFui,,,CJK-A,
䪕,韋米,CWPm,,,CJK-A,韋{⼓同月}米
䪖,韋日夂,CQJE,,,CJK-A,韋{丿一同竹}日夂
䪗,韋尸二又,CBSB,,,CJK-A,
䪘,韋日一龰,CJFN,,,CJK-A,
䪙,韋甫寸,CFAc,,,CJK-A,
䪚,韋日羽,CJXu,,,CJK-A,
䪛,韋丿米田,CQPJ,,,CJK-A,
䪜,韋冖厂言,CYSU,,,CJK-A,
䪝,韋艹隹又,CSWB,,,CJK-A,
䪞,一大非一,FGLF,,,CJK-A,
䪟,一巾又一,FMBF,,,CJK-A,
䪠,丿乚丨一,QXNF,,,CJK-A,
䪡,丿乚丨一,QXNF,,,CJK-A,
䪢,丿乚丨一,QXNF,,,CJK-A,
䪣,一巾丿一,FMQF,,,CJK-A,
䪤,非一丿田,LFQJ,,,CJK-A,
䪥,卜冖一一,MYFF,,,CJK-A,
䪦,立日工,IJFo,,,CJK-A,
䪧,立日也,IJCy,,,CJK-A,
䪨,立日丶,IJWO,,,CJK-A,立日{⼓同月}丶
䪩,立日人乙,IJTV,,,CJK-A,
䪪,力口立日,XLIJ,,,CJK-A,
䪫,立日一工,IJFF,,,CJK-A,
䪬,立日十子,IJDB,,,CJK-A,
䪭,立日立日,IJIJ,,,CJK-A,
䪮,立日屮,IJWX,,,CJK-A,立日{⼓同月}{屮同凵}
䪯,火火冖日,UUYJ,,,CJK-A,
䪰,立日立心,IJIY,,,CJK-A,
䪱,己貝,BDMb,,,CJK-A,己{丆同石}貝
䪲,兀貝,HDMb,,,CJK-A,兀{丆同石}貝
䪳,彐丿貝,XQDM,,,CJK-A,彐丿{丆同石}貝
䪴,冖儿貝,YQDM,,,CJK-A,冖儿{丆同石}貝
䪵,牙貝,HDMb,,,CJK-A,牙{丆同石}貝
䪶,且貝,MDMb,,,CJK-A,且{丆同石}貝
䪷,口貝,WLDM,,,CJK-A,{⼓同月}口{丆同石}貝
䪸,巳七貝,XADM,,,CJK-A,巳七{丆同石}貝
䪹,不一貝,DFDM,,,CJK-A,不一{丆同石}貝
䪺,土厶貝,HVDM,,,CJK-A,土厶{丆同石}貝
䪻,厶卄貝,VSDM,,,CJK-A,厶卄{丆同石}貝
䪼,屮凵貝,XXDM,,,CJK-A,{屮同凵}凵{丆同石}貝
䪽,口丂貝,LSDM,,,CJK-A,口丂{丆同石}貝
䪾,貝人彡,DMTT,,,CJK-A,{丆同石}貝人彡
